id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10182231,Family friedly apartment,50655909,Dimitris,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96371874,23.7414746,Entire home/apt,80,3,0,,,1,365
17802640,New 3Bdrm Apartment with Acropolis View in Athens,748818,George,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96164612,23.73575822,Entire home/apt,100,2,0,,,47,292
222637,Luxury 3-Bdrm Apartment with Acropolis view,748818,George,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96023901,23.73631269,Entire home/apt,147,2,103,4/13/17,1.7,47,242
1272844,Small hostel with garden in Mets,2717857,Katerina,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96470992,23.73929811,Entire home/apt,35,3,87,4/22/17,1.91,1,308
7326724,Cozy retro flat in Athens' heart!,3556722,Avra,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96429192,23.73555036,Entire home/apt,36,2,112,5/1/17,5.16,3,233
9834032,,50450791,лТл_мдмЃл_лАмв,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96352761,23.7401293,Entire home/apt,45,2,16,4/23/17,0.97,1,356
5246919,Acropolis - Athens - Panoramic view,27154620,Souzana,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96500607,23.73910601,Entire home/apt,35,2,43,5/2/17,1.69,1,254
13554349,"A Room of One's Own (Mets, Athens)",71096140,Irini,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96492552,23.74065612,Private room,20,2,36,1/17/17,3.39,1,55
13308906,Apartment with a gorgeous view,14165090,Laura,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96495636,23.74052653,Entire home/apt,47,2,17,5/1/17,1.51,1,342
16028956,Marvelous central & safe sleep 6 Sea View Parking,31676124,Evdokia,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.9640692,23.74120689,Entire home/apt,134,2,1,12/31/16,0.23,1,155
12752770,Lovely Apartment With A Back Yard Garden,67190984,Paul,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96470793,23.74023564,Entire home/apt,25,20,0,,,1,156
4022613,"Charming apt in Mets, near Acropolis",6146372,Vanessa,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96473308,23.73795483,Entire home/apt,50,2,32,5/2/17,1.5,1,322
17163570,Amazing studio with Acropolis view!,17669053,Nik,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96420196,23.73879959,Entire home/apt,68,2,0,,,2,352
7235601,"Cozy flat,Great view, 2floor-3rooms",37877720,Chris,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96520996,23.74043674,Entire home/apt,130,7,6,11/10/15,0.27,2,35
8662275,Spacious room in lovely location,19367012,Eleonora,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.9646521,23.73974094,Private room,26,2,21,2/9/17,1.58,1,37
14331261,feels like a local,43685882,Anastasia,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96107196,23.73845867,Entire home/apt,37,1,5,10/6/16,0.56,1,326
12627997,Acropolis majestic view cozy studio,35941856,Spyros & Nadia,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96496344,23.73650257,Entire home/apt,48,2,77,5/6/17,6.24,2,283
12120388,"Acropolis view-Sunny,55m2 apartment",65022166,Vaios,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96137273,23.73570584,Entire home/apt,45,3,30,5/3/17,2.27,1,70
2423058,Traditional island house in center,12384703,Maja,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96515909,23.74048297,Entire home/apt,25,2,97,5/5/17,2.55,1,266
6762539,Breathtaking Acropolis Sunset View!,35397118,Vana,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96546812,23.73892585,Entire home/apt,48,2,0,,,1,122
60394,Cosy 1 bedroom apt! Great central Athens location!,290864,Mika,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96543048,23.74024896,Entire home/apt,27,6,6,3/15/17,0.25,1,294
15852941,"Old Athens' ambiance,walk to Acropolis!With garden",102717876,Anastasia And  George,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96499844,23.73831062,Entire home/apt,29,2,8,5/5/17,1.35,1,128
10806105,"Bright, Acropolis-looking Studio in upbeat Mets",50252472,Thalia,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96527997,23.7393916,Entire home/apt,35,2,12,11/28/16,1.06,1,299
13895179,Beautiful Apartment in the center of Athens,64449191,Nefeli,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96370951,23.74187315,Entire home/apt,18,1,0,,,1,0
16241799,New Suite Apartment,106175652,Kalotina,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96487348,23.7405155,Entire home/apt,35,2,3,1/7/17,0.6,1,211
6964824,Contemporary Penthouse with Acropolis View,8055361,Spyridon,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96153103,23.73826832,Entire home/apt,50,2,0,,,1,22
17154815,Amazing studio-terrace overlooking Acropolis,108366445,Kostas,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96512187,23.73981713,Entire home/apt,35,1,0,,,1,179
10355989,PAGRATI STUDIO,53298509,Vasiliki,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96320716,23.74193468,Entire home/apt,30,1,0,,,1,365
688483,Perfect Guest Room near Acropolis!,3514860,Kalliopi,,1лЩ лќлҐл_лБлЩл_лФл_лҐлЄлЩ,37.96430359,23.73657675,Private room,25,2,61,4/24/17,1.09,2,185
6472271,cozy apartment near the center,33811770,Michail,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.01852741,23.72806912,Entire home/apt,22,2,48,5/1/17,2.06,4,280
15336330,Luxury apartment in Athens,92107017,Alex,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.02092068,23.73049816,Entire home/apt,71,2,2,4/24/17,0.43,1,122
15402815,Papis house,98356451,Dimitris,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.0189445,23.72462519,Entire home/apt,28,1,0,,,1,157
6475146,Apartment near the Center of Athens,8407452,Margaret,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.02160161,23.72749107,Entire home/apt,20,2,2,5/17/16,0.16,2,128
1905805,Cosy apartment near the Center of Athens,8407452,Margaret,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.01959218,23.72759529,Entire home/apt,22,2,14,12/22/16,0.6,2,364
12869440,лАмЃлАм лАл«л_л±л_л_мЃл_мДл_л± мДмглАл_ 2лА мОмЃлАм лА,70373457,Ioannis,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.02305081,23.72998441,Entire home/apt,62,7,0,,,1,365
4219518,Athens view luxury flat 50m. metro,3600854,Giorgos,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.01885268,23.73092704,Entire home/apt,99,3,37,12/26/16,1.22,3,309
14193527,Spacious Ap/ment in Athens centre,65714690,HomeRentality,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.01574311,23.7289229,Entire home/apt,40,3,0,,,19,301
11271502,Athens modern apart. 10 min metro,48331146,Vasilika,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.01851754,23.72754267,Entire home/apt,28,3,17,4/18/17,1.23,3,301
17628792,Ideal  flat  for holidays  in Athens,116858968,Margarita,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.01751218,23.72473599,Entire home/apt,31,3,0,,,1,180
10485127,"Convenient, Sunny, Central & Spacious Flat",6306395,Stella,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.01737694,23.72501044,Entire home/apt,22,4,51,5/1/17,3.4,1,36
11598511,Apartment next to metro station,12596317,Ioannis,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.01940857,23.73071586,Entire home/apt,26,4,5,4/4/17,0.57,1,364
9310961,Athens luxury apartment 70m metro,48331146,Vasilika,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.0204526,23.7293651,Entire home/apt,99,2,12,5/5/17,0.91,3,297
15541814,The calm house of colours&music,99996876,Maria,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.0139195,23.72876546,Entire home/apt,40,1,4,4/14/17,0.94,1,167
11098937,Athens city break -5 min.metro,3600854,Giorgos,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.01873911,23.72832233,Entire home/apt,29,3,2,8/13/16,0.15,3,301
8379354,Athens flat 120m metro 3 bedrooms,3600854,Giorgos,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.01968755,23.72897432,Entire home/apt,69,2,7,3/19/17,0.46,3,266
17338385,Large renovated apartment near the center,33811770,Michail,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.01868495,23.72812223,Entire home/apt,22,2,7,4/24/17,3.62,4,295
4640224,Athens Oasis-Central Athens House with Pool,24025455,Nikos,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.01288931,23.7286895,Entire home/apt,180,2,8,4/17/17,0.33,1,323
11306525,Harmony Athens residence 120m metro,48331146,Vasilika,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.01991387,23.7289435,Entire home/apt,59,2,2,7/27/16,0.2,3,276
7618739,23 sq.m. studio 7th floor with view,39902363,George,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.02048692,23.73179554,Entire home/apt,30,1,1,11/11/15,0.05,1,365
13041734,Quiet penthouse,72133319,Akis,,лФлТлЄлЩлЈ лҐлЭлҐлґлчлҐлБлЄлЩлЈ,38.01450392,23.72855125,Entire home/apt,80,3,0,,,1,179
15460875,"cozy and sunny apartment, Athens center",97361643,Rallou & Christina & Nikos,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98352518,23.72065442,Private room,50,1,0,,,2,32
16210360,GRSCATH301-5 Penthouse Suite in Athens,4486574,Important Group,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98402269,23.72323542,Entire home/apt,284,2,1,1/3/17,0.24,6,365
448768,Athens Centre 3min. walk from metro,2228424,Stefanos,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.9914903,23.72902265,Entire home/apt,65,2,19,4/24/17,0.34,2,178
891184,live@the historic center,4723074,Ilias,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.9813452,23.72018994,Private room,25,2,34,5/2/17,0.68,2,365
14163719,Explore historical center by foot!!!!,76974476,Ilias-Georgia,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98691567,23.72853092,Entire home/apt,23,1,7,5/6/17,0.96,1,175
14992796,Athens center,94523396,Nikos,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98652309,23.72454398,Private room,66,1,0,,,1,180
59663,ATHENS spacious apt Ideal location,286911,Nely,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.9909543,23.72195023,Entire home/apt,59,1,248,5/5/17,3.18,1,247
14644125,Apartment in the center of athens.,58701474,Giannhs,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.9909212,23.72869638,Entire home/apt,44,1,0,,,1,363
13740526,Sunny Penthouse Apartment In The Centre of Athens,13050106,Spiros,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98266142,23.71777176,Entire home/apt,30,2,5,8/29/16,0.51,1,0
11337659,Apartment rental right in Athens,59338228,Giannis,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99174244,23.72700788,Entire home/apt,100,1,0,,,1,365
13838012,Luxury room in the center of Athens,81616738,лТл_мдмЃл_лАмв,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99079077,23.72815797,Private room,25,1,0,,,1,364
657029,A great budget hotel in Athens..!! ,3310544,George,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98445355,23.72082032,Entire home/apt,60,1,29,1/21/17,0.81,1,360
1232080,Penthouse by Archeological Museum,6719288,Ioannis,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99138098,23.72892531,Entire home/apt,32,2,89,1/6/17,1.9,2,163
6081066,3 SINGLE BEDS ROOM BREAKFAST wi-fi :),556615,Miglen,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98753078,23.72630857,Private room,24,2,5,4/2/17,0.46,29,360
7209432,Superb loft in the center of Athens,3484821,Vakis,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98380623,23.71944419,Entire home/apt,70,1,16,10/22/16,0.8,1,250
7574956,Lovely room in the city center,39673849,Jason,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98191217,23.71841135,Private room,25,1,4,8/16/15,0.19,1,0
8390022,"Dream Athens flat, next to metro!",44206797,Dora,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99168396,23.7217812,Private room,26,1,14,10/15/16,0.72,1,365
15713786,Cozy apt above metro st. in the center of Athens,101493772,лПл±мЃлшл±,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98872529,23.72104631,Entire home/apt,27,1,5,2/17/17,0.85,1,283
7964139,Metaxourghio Boutique Apartment,29795728,Alkis,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98686944,23.71970774,Entire home/apt,35,2,79,5/5/17,3.79,5,327
18499262,Athens Center D3,34981181,George & Panagiota,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98564341,23.72128968,Entire home/apt,55,2,0,,,2,286
15484730,2x Big Apartments 2 Min from Metro,7186279,Nick,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98948107,23.72892321,Entire home/apt,150,1,1,12/10/16,0.2,12,323
8767366,Nostalgia apartment in the center,4781938,Souzanna,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98975598,23.72443712,Entire home/apt,32,1,48,5/7/17,4.22,1,322
5326783,,27599920,Andreas,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98425738,23.71747466,Entire home/apt,50,5,2,4/9/17,0.26,1,172
13600721,1private rooms in 170sq m apartment,13052410,Thomas,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99041655,23.72897132,Private room,19,2,0,,,2,364
11864027,Artist flat in the heart of Athens,14823311,Liva,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98674776,23.72559523,Entire home/apt,25,1,1,7/27/16,0.1,1,250
11258897,Epiru Art Space / Private Room,27036210,Ioannis,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99090197,23.72887535,Private room,18,1,1,1/20/17,0.27,1,75
16582770,DeLuxe100sq.AcropolisView2,108824021,Dimitri,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98264829,23.71866317,Entire home/apt,85,2,6,4/13/17,1.53,6,282
7129272,"The real deal, central and homey...",37339986,Litsa,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99113253,23.72633361,Entire home/apt,33,2,63,5/5/17,2.85,1,332
13633909,"Based in CentralAthens,perfect for every traveller",74730342,лФлИлµл_лВл_л«мЃл±(Alexandra),,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98865431,23.72587509,Private room,26,1,34,4/10/17,3.26,6,364
12405384,Apartment for 3 ppl in City Center,1621474,Eazybnb Team,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99129726,23.72884808,Entire home/apt,32,3,10,4/13/17,1.08,58,163
15292326,Cosy Room & Private Bathroom | Centre of Athens,97355605,Vanessa,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98798261,23.72875516,Private room,17,1,41,5/1/17,5.83,1,43
7244948,Lovely apartment with great views,37900076,Angelos,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98965933,23.72486045,Entire home/apt,49,1,16,4/29/17,0.76,1,291
4066437,St.Pauls square-Heart of Athens,21088834,Spiros,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98882983,23.72291333,Entire home/apt,48,2,115,5/2/17,3.64,2,307
10833349,New listing! Acropolis View 3,792396,John,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98325755,23.71727881,Entire home/apt,89,1,0,,,3,365
11857429,"Acropolis view, small penthhouse, in Athens center",63201250,Myrsini,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99072303,23.72195802,Entire home/apt,39,2,5,5/1/17,0.72,1,133
18517549,"1AA42 Stunning Acropolis View Penthouse, Athens",65714690,HomeRentality,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98324369,23.71767483,Entire home/apt,30,3,0,,,19,356
17495305,‰Рј‰РјDid You Know that Metro Station is 1 min Away ?.,118550391,Panos,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98581709,23.72005053,Entire home/apt,40,1,21,5/1/17,9.84,1,252
7130892,"Lux Art Deco Apartment, City Center",36077646,Alex,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99042495,23.72881267,Entire home/apt,55,1,15,4/18/17,0.72,1,304
2133917,Downtown Private Jacuzzi with Acropolis View,10888595,Haris,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98587024,23.71843202,Entire home/apt,150,1,74,5/4/17,1.81,1,130
10833861,New listing! Acropolis View 1,792396,John,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98289133,23.71771032,Entire home/apt,115,1,0,,,3,365
11604027,5 bedroom apt in central Athens,17322829,George,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98647438,23.72221482,Entire home/apt,71,1,25,5/8/17,2.08,1,336
53321,WARM & SWEET Studio/Hist.center/5'metro/free WIFI,248282,Isabelle,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98714821,23.72422922,Entire home/apt,25,3,80,4/29/17,1.83,1,164
6475877,"Sunny & Spacious, 4' Metro 3'Museum",33830010,Vivian,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99049999,23.729269,Entire home/apt,31,1,42,10/2/16,1.78,3,343
13684077,Cozy studio in Metaxourgeio,79687240,Elena,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98176146,23.72105158,Entire home/apt,41,2,93,5/6/17,8.86,1,196
7590118,Green&romantic aprtmnt city center,1621474,Eazybnb Team,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98172608,23.72256323,Entire home/apt,40,2,40,4/20/17,1.88,58,313
11735275,Central next to many hotels,39255266,Paul,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98691458,23.72616683,Entire home/apt,26,3,38,5/6/17,2.95,1,349
5787839,Deluxe 100sq. AcropolisView 3,13656447,Konstantinos,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98203565,23.71954754,Entire home/apt,85,2,131,12/25/16,5.15,7,322
16732418,28mе_Value for money Flat in Athens,96543051,Stella Homm,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98414024,23.72412994,Entire home/apt,28,5,9,5/2/17,2.93,1,325
16568683,Sweet city house next to Archaeological Museum,109146943,Nancy,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98763806,23.72712426,Entire home/apt,32,2,2,5/1/17,2,1,333
5772214,Greece Studio,29945621,Ilias,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98334582,23.72554918,Entire home/apt,30,3,0,,,3,180
17749066,Holidays close to the Acropolis.,92310506,Sokol,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98212448,23.72039994,Entire home/apt,30,1,4,4/29/17,4,2,328
13816975,Au coeur d'Athenes,81379658,Guido,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99154986,23.72968597,Private room,20,1,13,4/21/17,1.4,1,31
17290627,Clean and comfortable room for four,108469918,Ћ_ЄѕРО,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98543424,23.72359991,Entire home/apt,78,1,0,,,1,365
12080583,Ideal 1-Bdrm Apt-Center of Athens,748818,George,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99156911,23.72614118,Entire home/apt,40,2,0,,,47,365
17389288,The Viktoria Inn room 6,117559667,Patrick,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99051823,23.72796872,Private room,25,1,2,3/6/17,0.91,4,365
14047138,Double bedroom in the centre of Ath,84145657,Filippos,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98273703,23.71761513,Private room,25,2,2,1/10/17,0.48,2,154
7559058,"Awarded Luxury Loft, Athens Center",14184069,Manolis,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98233107,23.71991299,Entire home/apt,90,1,99,4/23/17,4.61,1,301
16472047,New fully renovated central apartment!,72877670,Vasiliki,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99010722,23.72417477,Entire home/apt,55,1,4,3/1/17,0.9,2,0
12671225,Cozy & bright in historical center,1671956,Christina,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98701096,23.72468124,Entire home/apt,29,5,20,5/1/17,1.64,1,270
661776,"Big(9p.),classy&cosy@heart of city!",3341062,Maria,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99012337,23.72394187,Entire home/apt,39,2,129,4/21/17,2.63,1,305
